ID.o,S Group,C Group,Price, Volume, TradeTime, EventTime, Offer, Bid, Buyer, Seller, buyerID, sellerID, Realized Tot , R per Tr ,UnReal Q,U per tr Q, Unreal Tot $ ,User Volu,User%ofTotalVolu,Total Volu,TradeCount,1st HourVolu,1stHourUserVolu,1stHour?,last HourVolu,lastHourUserVolu,lastHour?,1stHR_Usr/1SThR_Tot,lastH-Usr/LAST-HR-Tot,1stHR_Usr/TOT_vol,lastH-Usr/TOT_vol,VWAP,Price*V,(p2/p1)-1,ln(p2/p1),Net,User Buy,User Sell,User Vol Traded (Buy+Sell),Qualify,Gender,"Based on the INFORMATION provided, the best strategy is to:",Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q27,Q45,Q28,Q47,Q29,Q30,SUM
S9C17b1,S9,C17b1,20.9,20,12:58:51,12535,20.9,20.800001,Server,Server,0,10,3808.10011,418,-182,-20,-3803.8,692,22.72%,3046,51,1186,180,0,2600,247,1,15.18%,9.50%,0.059093894,3.12E-05,20.29947476,418,0.00478,0.48%,4.30011,255,437,692,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,4,3,2,4,4,3,3,3,4,2,3,2,4,2,2,3,3,3,4,3,2,3,3,3,3,3,0,91
S9C17a1,S9,C17a1,21,11,12:51:30,12092,20.9,20.5,Server,Server,0,0,2964.5,0,-144,0,-3024,1080,30.40%,3553,52,2042,540,0,2318,401,1,26.44%,17.30%,0.151984239,4.87E-05,20.31063893,231,0,0.00%,-59.5,468,612,1080,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,3,3,4,4,4,3,3,4,4,4,3,3,2,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,0,103
S9C1715,S9,C1715,20,6,12:59:04,7149,20,19.9,Server,Server,0,0,-4907.400048,0,245,0,4900,527,43.81%,1203,32,1660,347,0,0,0,0,20.90%,#DIV/0!,0.288445553,#DIV/0!,20.04729851,120,0.005,0.50%,-7.400048,386,141,527,5,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,2,4,4,2,4,4,2,4,2,4,3,4,3,4,4,4,3,3,4,4,2,3,3,4,3,4,3,3,4,0,99
S9C16b1,S9,C16b1,21,4,12:57:28,12451,20.6,20.4,Server,Server,0,0,127.6,0,-6,0,-126,166,5.79%,2867,11,1008,93,0,2028,0,1,9.23%,0.00%,0.032438089,0,20.30735961,84,0,0.00%,1.6,80,86,166,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,2,4,4,2,2,4,4,3,4,4,4,4,4,4,4,4,2,4,3,2,5,4,4,4,3,4,0,105
S9C16a1,S9,C16a1,21.1,22,12:54:48,12290,20.800001,20.7,Server,Server,0,0,1376.3,0,-68,0,-1434.8,332,9.54%,3480,17,1102,120,0,2638,50,1,10.89%,1.90%,0.034482759,5.45E-06,20.35715523,464.2,-0.01422,-1.43%,-58.5,132,200,332,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),5,2,1,3,5,3,3,1,4,4,4,5,5,4,4,2,4,4,4,4,4,4,3,4,4,4,4,3,4,3,1,109
S9C15b1,S9,C15b1,20.900002,19,12:57:27,12448,20.9,20.800001,Server,Server,0,0,-228.2,0,0,0,0,838,26.70%,3138,38,1168,199,0,2276,456,1,17.04%,20.04%,0.063416189,6.38E-05,20.26274705,397.100038,0.00478,0.48%,-228.2,419,419,838,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,4,4,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,0,92
S9C15a1,S9,C15a1,20.9,27,12:57:33,12456,20.9,20.800001,Server,Server,0,0,897.500015,0,-45,0,-940.5,485,16.31%,2974,28,908,90,0,2078,30,1,9.91%,1.44%,0.030262273,4.85E-06,20.30450577,564.3,0.00478,0.48%,-42.999985,220,265,485,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,2,4,2,4,2,2,4,4,4,2,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,0,104
S9C14b1,S9,C14b1,21,37,12:51:25,12089,20.9,20.2,Server,Server,0,0,505.40001,0,-24,0,-504,154,5.72%,2693,20,798,25,0,2202,67,1,3.13%,3.04%,0.009283327,1.13E-05,20.29851468,777,0,0.00%,1.40001,65,89,154,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,89
S9C14a1,S9,C14a1,20.8,10,12:58:16,12498,21,20.800001,Server,Server,0,10,53,208,-2,-10,-41.6,82,2.99%,2741,10,828,20,0,2102,42,1,2.42%,2.00%,0.007296607,7.29E-06,20.35093035,208,0.00962,0.96%,11.4,40,42,82,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,3,4,4,2,3,1,2,2,2,2,4,3,3,4,4,4,3,3,4,3,3,4,3,5,3,3,4,4,4,0,95
S9C12B1,S9,C12B1,21,11,12:54:50,12293,20.9,20.4,Server,Server,0,0,97.400002,0,-5,0,-105,121,4.26%,2840,20,818,15,0,2342,53,1,1.83%,2.26%,0.00528169,7.97E-06,20.34419016,231,0,0.00%,-7.599998,58,63,121,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,3,4,4,2,4,4,4,3,4,3,3,4,3,4,4,4,3,3,4,3,4,4,4,4,4,4,0,107
S9C12A1,S9,C12A1,21,5,12:55:48,12350,21,20.4,Server,Server,10,0,-10.499988,-105,0,5,0,112,4.07%,2753,25,878,45,0,2042,18,1,5.13%,0.88%,0.016345805,3.20E-06,20.34028336,105,-0.00476,-0.48%,-10.499988,56,56,112,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,2,4,4,3,5,5,1,3,2,3,3,4,2,4,2,2,1,1,3,3,3,4,3,2,2,4,3,3,3,0,88
S9C11B1,S9,C11B1,21,15,12:57:55,12477,20.5,20.300001,Server,Server,0,0,2426.800058,0,-120,0,-2520,600,18.50%,3243,40,1368,219,0,2462,184,1,16.01%,7.47%,0.067530065,2.30E-05,20.31199511,315,-0.02381,-2.41%,-93.199942,240,360,600,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,2,4,4,2,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0,106
S9C11A1,S9,C11A1,21,8,12:57:56,12480,20.6,20.4,Server,Server,0,0,1573.500039,0,-76,0,-1596,364,12.13%,3000,27,1316,151,0,2216,120,1,11.47%,5.42%,0.050333333,1.81E-05,20.33226671,168,0,0.00%,-22.499961,144,220,364,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,3,2,2,3,4,4,4,3,4,2,4,2,2,2,2,4,5,3,5,3,5,5,4,3,3,2,0,98
S9C10b1,S9,C10b1,21,1,12:57:24,12447,20.5,20.300001,Server,Server,0,0,449.100025,0,-25,0,-525,125,4.51%,2773,8,888,50,0,1990,37,1,5.63%,1.86%,0.018031013,6.71E-06,20.26545263,21,0,0.00%,-75.899975,50,75,125,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,3,4,4,3,4,2,1,5,5,4,3,4,5,4,4,4,4,3,4,4,3,4,4,4,4,3,5,3,3,0,111
S9C10a1,S9,C10a1,20.5,22,12:50:55,12057,20.5,20,Server,Server,0,0,1434.2,0,-70,0,-1435,170,6.37%,2668,9,888,50,0,2080,120,1,5.63%,5.77%,0.01874063,2.16E-05,20.30044981,451,0.02927,2.88%,-0.8,50,120,170,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,4,4,4,1,5,4,2,3,3,4,3,4,2,4,4,4,4,4,3,2,2,5,5,4,4,3,3,3,2,0,100
S8C9b15,S8,C9b15,20,41,12:59:16,12557,21,20,Server,Server,0,10,8921.59996,820,-445,-41,-8900,865,24.35%,3552,56,1058,135,0,3102,489,1,12.76%,15.76%,0.038006757,4.44E-05,20.2738176,820,-0.005,-0.50%,21.59996,210,655,865,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C9a15,S8,C9a15,21.1,35,12:55:30,12333,20.4,20.2,Server,Server,10,0,5692.39995,-738.5,-290,35,-6119,1384,36.30%,3813,68,1670,471,0,2856,498,1,28.20%,17.44%,0.123524784,4.57E-05,20.28182536,738.5,0,0.00%,-426.60005,547,837,1384,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C8b15,S8,C8b15,21,20,12:52:02,12124,20.9,20.2,Server,Server,0,0,1197.90008,0,-55,0,-1155,425,15.21%,2795,24,1026,147,0,2222,170,1,14.33%,7.65%,0.052593918,2.74E-05,20.31967803,420,0,0.00%,42.90008,185,240,425,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C8a15,S8,C8a15,20.9,34,12:54:37,12280,20.9,20.4,Server,Server,0,10,2502.90003,710.6,-120,-34,-2508,468,15.55%,3010,25,1298,159,0,2230,214,1,12.25%,9.60%,0.05282392,3.19E-05,20.28485054,710.6,0,0.00%,-5.09997,174,294,468,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C7b15,S8,C7b15,20.8,20,12:57:23,12443,21,20.800001,Server,Server,0,10,6994.3,416,-347,-20,-7217.6,661,21.18%,3121,36,886,72,0,2750,316,1,8.13%,11.49%,0.023069529,3.68E-05,20.23793656,416,0.00962,0.96%,-223.3,157,504,661,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C7a15,S8,C7a15,21,33,12:52:50,12173,20.7,20.5,Server,Server,0,0,1794.9,0,-92,0,-1932,1040,29.50%,3526,49,1580,336,0,2126,270,1,21.27%,12.70%,0.095292116,3.60E-05,20.28508233,693,0,0.00%,-137.1,474,566,1040,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C6b15,S8,C6b15,20.800001,14,12:57:11,12434,20.800001,20.7,Server,Server,0,0,-408.700032,0,0,0,0,1386,32.91%,4211,59,2692,495,0,2712,495,1,18.39%,18.25%,0.117549276,4.33E-05,20.25108054,291.200014,0.00962,0.96%,-408.700032,693,693,1386,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C6a15,S8,C6a15,20.5,18,12:59:31,12572,20.5,20.2,Server,Server,0,10,15516.9004,369,-774,-18,-15867,1674,43.98%,3806,55,2620,799,0,2616,414,1,30.50%,15.83%,0.209931687,4.16E-05,20.11361024,369,0,0.00%,-350.099604,450,1224,1674,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C5b15,S8,C5b15,20.8,22,12:50:42,12044,20.800001,20.6,Server,Server,0,0,1177.30009,0,-56,0,-1164.8,416,15.32%,2715,23,868,158,0,2024,146,1,18.20%,7.21%,0.058195212,2.66E-05,20.2595949,457.6,0.01442,1.43%,12.50009,180,236,416,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C5a15,S8,C5a15,21,11,12:51:44,12106,20.9,20.2,Server,Server,0,0,1414.600118,0,-68,0,-1428,410,14.96%,2741,19,788,90,0,2182,68,1,11.42%,3.12%,0.032834732,1.14E-05,20.26399129,231,0,0.00%,-13.399882,171,239,410,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S8C4b15,S8,C4b15,20.5,17,12:59:27,12570,20.5,20.2,Server,Server,0,0,7996.90018,0,-394,0,-8077,2174,61.64%,3527,86,1210,448,0,3048,730,1,37.02%,23.95%,0.12702013,6.79E-05,20.17714781,348.5,0,0.00%,-80.09982,890,1284,2174,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,4,4,3,4,5,4,3,4,4,2,3,4,4,3,2,1,1,1,4,4,3,4,3,4,3,4,3,4,3,1,97
S8C4a15,S8,C4a15,20.6,23,12:59:39,12582,20.6,20.2,Server,Server,0,10,7101.400024,473.8,-345,-23,-7107,2005,57.22%,3504,73,888,230,0,3394,1350,1,25.90%,39.78%,0.065639269,0.000113516,20.23775689,473.8,0,0.00%,-5.599976,830,1175,2005,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),5,1,3,3,3,3,4,2,4,4,4,3,3,3,4,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,0,103
S8C3B15,S8,C3B15,20.7,20,12:59:27,12571,20.7,20.4,Server,Server,0,10,238.4,414,-4,-20,-82.8,1246,36.12%,3450,48,1876,616,0,2638,317,1,32.84%,12.02%,0.178550725,3.48E-05,20.24104351,414,0,0.00%,155.6,621,625,1246,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,4,5,5,1,5,4,1,4,4,3,4,4,2,4,5,5,5,5,3,4,2,3,4,5,4,4,4,4,4,0,114
S8C3A15,S8,C3A15,20.6,12,12:59:12,12554,20.6,20.300001,Server,Server,0,0,12062.10015,0,-591,0,-12174.6,2129,58.28%,3653,71,1382,508,0,2914,747,1,36.76%,25.63%,0.139063783,7.02E-05,20.23564209,247.2,0.00485,0.48%,-112.499848,769,1360,2129,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,2,4,2,3,3,2,3,3,3,4,4,3,3,3,3,3,3,4,4,2,5,3,4,4,4,4,4,4,0,99
S8C2b15,S8,C2b15,20.8,20,12:57:51,12475,21,20.800001,Server,Server,0,10,12531.69998,416,-628,-20,-13062.4,1176,33.85%,3474,74,862,47,0,2450,205,1,5.45%,8.37%,0.013529073,2.41E-05,20.17918839,416,-0.01923,-1.94%,-530.70002,274,902,1176,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,3,4,4,0,115
S8C2a15,S8,C2a15,20.7,19,12:57:22,12445,20.7,20.5,Server,Server,0,0,-317.7,0,15,0,310.5,319,11.08%,2880,34,788,0,0,2300,179,1,0.00%,7.78%,0,2.70E-05,20.37170142,393.3,0.01932,1.91%,-7.2,167,152,319,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,2,4,5,2,4,5,2,3,3,3,2,2,2,4,4,4,4,4,4,5,2,3,5,4,4,4,3,3,4,0,103
S8C1B15,S8,C1B15,20.9,18,12:59:45,12588,20.6,20.7,Server,Server,0,0,2936.30007,0,-141,0,-2946.9,585,20.17%,2901,38,848,179,0,2708,243,1,21.11%,8.97%,0.061702861,3.09E-05,20.27624961,376.2,-0.01435,-1.45%,-10.59993,222,363,585,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,1,4,5,1,4,1,2,2,2,3,4,2,2,2,4,4,4,4,4,4,3,3,4,4,3,2,2,4,2,1,90
S8C1A15,S8,C1A15,20.9,18,12:59:33,12577,20.9,20.5,Server,Server,0,0,11948.10024,0,-589,0,-12310.1,907,27.97%,3243,45,1026,146,0,2748,419,1,14.23%,15.25%,0.045020043,4.70E-05,20.22439112,376.2,0,0.00%,-361.999762,159,748,907,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,5,1,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,0,124
S8C11b1,S8,C11b1,20.7,3,12:59:51,12595,20.6,20.5,Server,Server,0,0,1001.39998,0,-42,0,-869.4,1518,46.87%,3239,56,926,170,0,2910,641,1,18.36%,22.03%,0.052485335,6.80E-05,20.26977471,62.1,-0.00483,-0.48%,131.99998,738,780,1518,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,1,1,1,1,1,1,1,5,5,5,3,4,1,3,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,1,104
S8C11a1,S8,C11a1,21,31,12:54:50,12294,20.9,20.5,Server,Server,0,0,5403.300106,0,-263,0,-5523,1099,33.63%,3268,49,788,80,0,2660,381,1,10.15%,14.32%,0.024479804,4.38E-05,20.26961455,651,-0.00476,-0.48%,-119.699894,418,681,1099,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,3,3,3,2,4,3,4,4,5,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,0,110
S8C10b1,S8,C10b1,20.5,9,12:54:53,12297,21.2,21.1,Server,Server,0,0,-587.000074,0,0,0,0,2970,57.23%,5190,139,3164,882,0,4168,1334,1,27.88%,32.01%,0.169942197,6.17E-05,20.35333336,184.5,0.02439,2.41%,-587.000074,1485,1485,2970,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,2,4,4,1,4,3,1,2,4,5,4,5,2,5,5,4,3,3,5,3,3,3,4,3,4,5,4,5,5,0,107
S8C10a1,S8,C10a1,21,17,12:59:13,12556,21,20.6,Server,Server,10,0,223.29997,-357,-21,17,-441,917,25.30%,3625,60,2222,480,0,2570,169,1,21.60%,6.58%,0.132413793,1.81E-05,20.31677247,357,0,0.00%,-217.70003,448,469,917,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,3,3,5,1,4,2,2,4,4,5,3,4,4,4,5,5,5,5,5,3,3,3,4,5,4,4,4,3,5,0,114
S7C9b14,S7,C9b14,20.5,22,12:50:49,12052,20.5,20.2,Server,Server,0,0,255.39995,0,-10,0,-205,310,11.73%,2643,20,808,30,0,1912,120,1,3.71%,6.28%,0.011350738,2.37E-05,20.28233072,451,0.02439,2.41%,50.39995,150,160,310,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S7C9a14,S7,C9a14,20.7,19,12:57:52,12475,20.7,20.5,Server,Server,0,0,87.30001,0,-3,0,-62.1,205,7.17%,2861,20,1046,110,0,2164,45,1,10.52%,2.08%,0.038448095,7.27E-06,20.33544217,393.3,0.01932,1.91%,25.20001,101,104,205,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,4,3,4,3,2,2,5,4,3,3,4,4,3,4,3,4,3,4,4,3,3,5,4,3,4,4,5,3,4,0,107
S7C8b14,S7,C8b14,20.9,36,12:53:03,12187,20.9,20.2,Server,Server,0,0,872.300052,0,-40,0,-836,524,18.44%,2841,35,828,82,0,2324,162,1,9.90%,6.97%,0.028863076,2.45E-05,20.28775081,752.4,0.00478,0.48%,36.300052,242,282,524,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,5,1,5,2,1,5,2,5,4,4,3,5,5,5,2,2,4,5,4,4,4,4,5,5,5,5,5,0,115
S7C8a14,S7,C8a14,20.9,32,12:59:41,12584,20.9,20.7,Server,Server,0,0,6232.80005,0,-308,0,-6437.2,548,18.35%,2987,35,788,26,0,2920,338,1,3.30%,11.58%,0.008704386,3.88E-05,20.25282894,668.8,0,0.00%,-204.39995,120,428,548,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,2,3,3,3,4,4,4,4,4,2,4,4,2,2,2,2,4,2,4,4,3,4,4,4,4,4,0,98
S7C7b14,S7,C7b14,20.5,10,12:59:35,12577,20.5,20.1,Server,Server,0,0,10731.7002,0,-528,0,-10824,1196,38.78%,3084,46,834,73,0,3020,697,1,8.75%,23.08%,0.023670558,7.48E-05,20.19704935,205,0,0.00%,-92.299802,334,862,1196,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,3,5,5,1,5,5,1,5,5,5,3,5,5,5,3,3,3,3,5,5,1,3,5,5,5,5,5,5,1,0,118
S7C7a14,S7,C7a14,20.5,4,12:59:27,12571,20.5,20.1,Server,Server,0,0,13002.6001,0,-642,0,-13161,1372,42.37%,3238,48,1228,352,0,2708,618,1,28.66%,22.82%,0.10870908,7.05E-05,20.16491665,82,0,0.00%,-158.399901,365,1007,1372,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,1,2,4,4,2,3,3,4,3,4,2,4,4,3,4,3,3,4,2,3,3,4,4,4,2,2,3,0,92
S7C6b14,S7,C6b14,20.6,50,12:58:37,12519,21,20.6,Server,Server,0,10,14737.10004,1030,-721,-50,-14852.6,2035,40.55%,5018,94,3694,914,0,2108,441,1,24.74%,20.92%,0.182144281,4.17E-05,20.22891594,1030,0.01942,1.92%,-115.49996,657,1378,2035,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,3,4,2,4,2,1,3,4,4,4,3,3,4,4,5,4,4,5,3,3,4,4,4,4,3,4,3,4,0,105
S7C6a14,S7,C6a14,20.3,9,12:57:17,12441,21.1,20.9,Server,Server,0,10,12218.20006,182.7,-599,-9,-12159.7,997,29.04%,3433,48,1228,199,0,2720,558,1,16.21%,20.51%,0.057966793,5.98E-05,20.28112444,182.7,-0.00985,-0.99%,58.50006,199,798,997,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,5,4,4,3,4,4,2,3,4,4,2,4,4,4,3,4,3,3,4,3,3,5,4,4,5,4,4,4,4,0,109
S7C5b14,S7,C5b14,21,25,12:53:00,12187,20.9,20,Server,Server,0,0,11573.69995,0,-575,0,-12075,875,26.51%,3301,36,986,172,0,2562,198,1,17.44%,7.73%,0.052105423,2.34E-05,20.21917606,525,-0.00476,-0.48%,-501.300054,150,725,875,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,3,4,4,2,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,4,0,98
S7C5a14,S7,C5a14,20.4,17,12:57:42,12465,20.4,20,Server,Server,0,0,19985.8,0,-990,0,-20196,1584,40.15%,3945,59,1184,231,0,4168,1188,1,19.51%,28.50%,0.058555133,7.23E-05,20.22532323,346.8,0.0098,0.98%,-210.2,297,1287,1584,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,2,4,2,2,4,2,4,4,4,4,4,4,2,2,2,4,3,3,5,4,4,4,3,4,4,4,0,100
S7C4b14,S7,C4b14,20.4,3,12:59:54,12596,20.4,20.1,Server,Server,0,0,15923.60027,0,-789,0,-16095.6,2237,63.82%,3505,86,788,162,0,3176,1007,1,20.56%,31.71%,0.046219686,9.05E-05,20.11746085,61.2,0,0.00%,-171.99973,724,1513,2237,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,3,2,4,5,4,3,3,3,4,3,3,3,4,3,3,3,3,3,5,2,2,5,5,4,4,3,4,4,0,103
S7C4a14,S7,C4a14,21.1,21,12:59:32,12575,21.1,20.6,Server,Server,10,0,1806.399811,-443.1,-114,21,-2405.4,2092,50.05%,4180,105,1308,174,0,3866,968,1,13.30%,25.04%,0.041626794,5.99E-05,20.23684218,443.1,0,0.00%,-599.000189,989,1103,2092,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,2,3,1,2,2,4,5,4,5,5,5,3,4,4,4,4,4,4,4,1,2,3,4,5,5,4,3,3,0,105
S7C3b14,S7,C3b14,20,9,12:59:24,12567,21,20.1,Server,Server,0,10,6534.099933,180,-327,-9,-6540,1011,28.45%,3554,56,1138,175,0,3000,474,1,15.38%,15.80%,0.049240293,4.45E-05,20.25016885,180,0.005,0.50%,-5.900067,342,669,1011,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,2,4,4,2,4,4,3,4,4,4,4,4,4,4,2,0,110
